colct_stdde,sle_site_domn,prices_prdlst_id,goods_nm,shop_nm,anals_trget_pc,Price,expsr_ordr,job_id,kf,Rand
2020-05-25,search.shopping.naver.com,F012050,끈조절 가능 뉴네퓨어 황사방역 마스크 KF94 대형 소형 마스크 - 내니클린,내니클린,2900,2900,10,490001,94,6.96002E-05
2020-05-12,search.shopping.naver.com,F012050,건영크린텍 10매건영 KF94 미세먼지 마스크 대형 white 5매입2 - G마켓,G마켓,29000,2900,80,490015,94,8.14248E-05
2020-05-28,search.shopping.naver.com,F012050,[네퓨어] 파인텍 네퓨어 KF94 대형(5매입x1개) 황사 미세먼지 끈조절 마스크 - 위메프,위메프,13000,2600,37,490008,94,8.99381E-05
2020-04-17,search.shopping.naver.com,F012050,국산 kf80 마스크 대형 - 도그몰,도그몰,3000,3000,29,490013,80,0.000102884
2020-03-28,search.shopping.naver.com,F012050,KF94 마스크 5매 대형/소형/성인/어린이 쉐도우 문 미세먼지 마스크 제로베이 도부마스크 201보건용마스크 뉴네퓨어 황사방역용마스크 - 폴보스티몰,폴보스티몰,19500,3900,21,490001,94,0.000309551
2020-04-11,search.shopping.naver.com,F012050,KF94 (초등생 ~ 얼굴 작은 성인여성) 황사마스크 1개 (1매입) x 25개 (총 25매) - 동백꽃상회,동백꽃상회,69350,2774,12,490008,94,0.000359342
2020-04-08,search.shopping.naver.com,F012050,미소 (당일출고)KF94 마스크 국산 미세먼지 대형10매입 - 옥션,옥션,29040,2904,6,490015,94,0.000464646
2020-02-18,search.shopping.naver.com,F012091,KF94 동아제약 마스크 더스논 소형 황사 감기 - G마켓,G마켓,2630,,19,490003,94,0.00051715
2020-05-09,search.shopping.naver.com,F012050,코지 KF94 마스크 대형 5매입 블랙 - 인터파크,인터파크,10960,2192,78,490015,94,0.000537439
2020-04-25,search.shopping.naver.com,F012050,[마스크] 국대 마스크 KF94 5입(대형흰색) - LOHBs롭스,LOHBs롭스,15000,3000,37,490015,94,0.000561007
2020-02-12,search.shopping.naver.com,F012091,미키마우스 우환폐렴 유한덴탈 크리넥스 입체 약국 일회용 마스크 kf94 낱개 1개 - 3d삼디몰,3d삼디몰,5900,,69,490008,94,0.00063218
2020-02-12,search.shopping.naver.com,F012091,마운틴트리스포츠 그린데이 KF94 황사방역용마스크 대형 - G9,G9,3130,,31,490008,94,0.000643472
2020-05-13,search.shopping.naver.com,F012050,뉴네퓨어 황사방역마스크 kf94 (5개입) (끈 조절기능) - 위메프,위메프,19000,3800,16,490001,94,0.000764495
2020-05-10,search.shopping.naver.com,F012050,국산 KF80 대형 황사방역마스크 1개 - 보건몰닷컴,보건몰닷컴,2800,2800,38,490013,80,0.000791109
2020-04-19,search.shopping.naver.com,F012050,일동 푸른숲 보령 5why 중외 좋은숨 동아 더스논 KF94 미세먼지 황사마스크 KF99 KF80 어린이 - 오렌지팜,오렌지팜,3500,3500,1,490003,94,0.000876623
2020-05-15,search.shopping.naver.com,F012050,KF80 애니케어 대형 흰색마스크 5매 - 인터파크,인터파크,17900,3580,69,490013,80,0.000890947
2020-05-27,search.shopping.naver.com,F012050,건영크린텍 KF94 마스크대형 5매X3봉총15매 - CJmall,CJmall,35060,2337.333333,61,490015,94,0.000907482
2020-05-15,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 인터파크,인터파크,2240,2240,3,490008,94,0.00098761
2020-03-24,search.shopping.naver.com,F012050,3M 넥스케어 위생 마스크(5매입) /KF80/94 미세먼지 마스크(5매입) - 11번가,11번가,8900,1780,40,490013,80,0.001012877
2020-03-28,search.shopping.naver.com,F012050,국산 kf80 대형 마스크 / 우한코로나 - 옥션,옥션,4900,4900,52,490013,80,0.001047919
2020-05-02,search.shopping.naver.com,F012050,[국산]KF80마스크 대형/개별포장 - 엄지점빵,엄지점빵,2640,2640,32,490013,80,0.001256775
2020-02-19,search.shopping.naver.com,F012091,미키마우스 우환폐렴 유한덴탈 크리넥스 입체 약국 일회용 마스크 kf94 낱개 1개 - 3d삼디몰,3d삼디몰,5900,,54,490008,94,0.001335302
2020-05-17,search.shopping.naver.com,F012050,일월 KF94 국내생산 보건용마스크 대형 5매 국내배송 - G9,G9,15920,3184,70,490015,94,0.001398121
2020-04-22,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - 인터파크,인터파크,3570,3570,34,490008,94,0.00146101
2020-04-28,search.shopping.naver.com,F012050,LG생활건강 테라브레스 KF94 미세먼지 마스크 대형1개 - 옥션,옥션,4170,4170,42,490008,94,0.001494982
2020-05-16,search.shopping.naver.com,F012050,편한숨 조이 황사 방역마스크 KF94 대형 1매입 1개 - 쿠팡,쿠팡,2500,2500,46,490008,94,0.001533595
2020-04-21,search.shopping.naver.com,F012050,[개별포장] 제로베이 KF94 더질러 일회용 마스크 식약처 인증 대형 1매입 - 할인24,할인24,2800,2800,16,490015,94,0.001538778
2020-05-14,search.shopping.naver.com,F012050,에어워셔 블랙 황사마스크 KF94대형 1개입 X 25개 - 쿠팡,쿠팡,62500,2500,70,490015,94,0.001543544
2020-02-18,search.shopping.naver.com,F012091,클레어마망 크린숨 방역 미세먼지 마스크 KF94 - 클레어마망,클레어마망,2800,,6,490008,94,0.001546696
2020-05-28,search.shopping.naver.com,F012050,[도부마스크] KF94 대형 10매 외 CM 1 화생방용 화재용 마스크 믿을 수 있는 국내생산 빠른 배송 - 티몬,티몬,36960,3696,20,490015,94,0.001572812
2020-02-12,search.shopping.naver.com,F012091,더나은 KF94 미세먼지 황사 마스크 성인용 - 11번가,11번가,7040,,9,490008,94,0.001588988
2020-02-19,search.shopping.naver.com,F012091,KF94 미세먼지 황사 방역 마스크 대형 1회용 일회용 마스크 1개 3Q - 하울로그,하울로그,3650,,46,490008,94,0.001647748
2020-03-23,search.shopping.naver.com,F012050,이나프 정품 아레카 KF94 마스크 그레이 대형 10매 - 쿠팡,쿠팡,49900,4990,61,490015,94,0.001649538
2020-05-15,search.shopping.naver.com,F012050,[국산]KF80마스크 대형/개별포장 - 엄지점빵,엄지점빵,2640,2640,31,490013,80,0.001790184
2020-05-26,search.shopping.naver.com,F012050,(대량판매)세이프크린 KF94 마스크 - 20매 화이트 대형 (1개 5매포장) - 니드마스크,니드마스크,59000,2950,9,490008,94,0.001794872
2020-03-09,search.shopping.naver.com,F012050,"우한 폐렴 코로나19 KF94, n95, n99 마스크 대형 100개1매당 3400원 - 주식회사디온테크",주식회사디온테크,3400,,21,490015,94,0.001844512
2020-04-05,search.shopping.naver.com,F012050,뉴네퓨어 황사 방역용 마스크 KF94 대형 성인용 5매 - 옥션,옥션,22280,4456,77,490015,94,0.001854748
2020-04-08,search.shopping.naver.com,F012050,애니프리 미세먼지 황사 방역 마스크 10매 대형 / KF80 수준 미세먼지 마스크 - 위메프,위메프,24800,2480,77,490013,80,0.001873379
2020-04-14,search.shopping.naver.com,F012050,늘푸른 마스크 KF94대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,3990,3990,30,490008,94,0.001900751
2020-04-28,search.shopping.naver.com,F012050,애니가드 국내생산 KF80 대형 마스크 1박스 25매입 식약처 인증 - 티몬,티몬,59000,2360,22,490013,80,0.001916663
2020-04-20,search.shopping.naver.com,F012050,KF94 크린웰 황사마스크 1개 - 이보소,이보소,4080,4080,36,490008,94,0.00192621
2020-05-03,search.shopping.naver.com,F012050,D (대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 따따몰wwmall,따따몰wwmall,5000,5000,44,490008,94,0.00194821
2020-05-24,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 로켓 배송,로켓 배송,2100,2100,3,490008,94,0.001992466
2020-05-05,search.shopping.naver.com,F012050,인가드 KF94 대형마스크 색상/브랜드 랜덤발송 10매 - G마켓,G마켓,20000,2000,72,490015,94,0.002026837
2020-05-09,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 인터파크,인터파크,4150,4150,17,490008,94,0.002070968
2020-02-19,search.shopping.naver.com,F012091,일양약품 코코몽 황사방역마스크 KF94 소형 유아 어린이 마스크 1매입 1개 - 다산메디,다산메디,1700,,61,490008,94,0.002159791
2020-05-16,search.shopping.naver.com,F012050,웰킵스 웰킵스 KF94 대형마스크/25개1박스/재고확보/마스크 - G마켓,G마켓,67300,2692,76,490015,94,0.002221809
2020-05-01,search.shopping.naver.com,F012050,몬스터건강 방역마스크(KF94인증) 5매 국대 미마 유한킴벌리덴탈 닥터퓨리 뉴네퓨어 휴안청 블링마 메디쉴드 - 몬스터건강,몬스터건강,29900,5980,30,490001,94,0.002335828
2020-03-12,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 4중필터 하이가드 dust마스크 KF80 대형 1개입 - 위메프,위메프,7620,7620,22,490013,80,0.002382998
2020-03-30,search.shopping.naver.com,F012050,(당일출고)국산 KF94 마스크 미세먼지 대형 5매입 - G마켓,G마켓,21660,4332,30,490015,94,0.002529211
2020-04-25,search.shopping.naver.com,F012050,소확행몰 맑은하늘 대형 황사 마스크 KF80 - 11번가,11번가,2410,2410,43,490013,80,0.002608398
2020-05-19,search.shopping.naver.com,F012050,힐메이드 황사마스크 KF94 화이트(대형) - 메디앙스,메디앙스,2170,2170,26,490015,94,0.002636759
2020-05-14,search.shopping.naver.com,F012050,파인텍 네퓨어 황사 미세먼지 일회용 마스크 KF94 5매입x1개 - 옥션,옥션,14500,2900,19,490001,94,0.002636997
2020-04-12,search.shopping.naver.com,F012050,랜덤배송 KF94 대형 마스크 1개(5매)x5개 (총 25매) - 쿠팡,쿠팡,70000,2800,42,490008,94,0.00270397
2020-05-29,search.shopping.naver.com,F012050,뉴네퓨어 황사방역 보건용마스크 kf94 5개입 (끈 조절) 대형 화이트 - 쿠팡,쿠팡,22000,4400,20,490001,94,0.002724181
2020-03-15,search.shopping.naver.com,F012050,크린조이 황사 방역마스크 KF94 대형 5개입 2봉지 - G마켓,G마켓,44800,4480,64,490015,94,0.002799915
2020-05-17,search.shopping.naver.com,F012050,[엠플러스] M플러스 KF80 마스크 대형 개별포장 마스크 5매 1세트 화이트 - 위메프,위메프,9900,1980,60,490013,80,0.002833235
2020-03-06,search.shopping.naver.com,F012050,이지핏 3M 황사마스크(KF80) 1개입 - 위메프,위메프,2000,,32,490013,80,0.002844054
2020-05-07,search.shopping.naver.com,F012050,1개 - 5매입 세이프크린 KF94 마스크 화이트 대형 황사 미세먼지 일회용 - 헤르메스타운,헤르메스타운,9900,1980,8,490008,94,0.002850509
2020-04-27,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 인터파크,인터파크,4070,4070,22,490008,94,0.002870663
2020-03-27,search.shopping.naver.com,F012050,핑크퐁면마스크 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,2500,2500,21,490008,94,0.002905244
2020-05-10,search.shopping.naver.com,F012050,파인텍 뉴네퓨어 황사 방역 마스크 KF94/미세먼지 마스크 5개입 - 미앤미c,미앤미c,14000,2800,1,490001,94,0.002936732
2020-02-11,search.shopping.naver.com,F012091,LG KF80 대형(블랙라인) 초편안 황사 미세먼지마스크 1개 식약처 허가 - 비원오피스,비원오피스,2900,,12,490009,80,0.00293768
2020-05-17,search.shopping.naver.com,F012050,엠플러스 국산 미세먼지 황사마스크 KF94 화이트 1개 - G마켓,G마켓,2240,2240,17,490008,94,0.003021733
2020-05-05,search.shopping.naver.com,F012050,[뉴크린웰] 마스크 KF80 대형 흰색 건강관리하는데 필수템 - 티몬,티몬,2610,2610,57,490013,80,0.003029472
2020-03-14,search.shopping.naver.com,F012050,더조은 황사방역용 마스크 KF94 대형 10매 - 인터파크,인터파크,69000,6900,31,490015,94,0.003178387
2020-04-29,search.shopping.naver.com,F012050,힐메이드) 황사마스크 KF94 화이트(대형) - 맘스맘,맘스맘,2500,2500,32,490015,94,0.003178977
2020-03-09,search.shopping.naver.com,F012050,[더샵스토어] 인기 리빙용품 아이비스 힉스윌로우리프쉐이프페이스마스크(KF80- yellow dust) - 위메프,위메프,8210,,24,490013,80,0.003281424
2020-04-17,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 삼성공식파트너 클릭나라,삼성공식파트너 클릭나라,2800,2800,6,490008,94,0.003311786
2020-05-20,search.shopping.naver.com,F012050,노브렉트 매직 KF94 황사 미세먼지 마스크 - 제이트리플,제이트리플,2500,2500,11,490008,94,0.003336669
2020-04-14,search.shopping.naver.com,F012050,마스크 감염완벽차단 철저한 KF80 마스크 10매 (대형) - 옥션,옥션,25000,2500,70,490013,80,0.003382197
2020-05-09,search.shopping.naver.com,F012050,웰킵스 일월 미세먼지차단마스크 KF94 대형 소형 - 11번가,11번가,2000,2000,35,490015,94,0.003695867
2020-04-21,search.shopping.naver.com,F012050,(재고보유 오늘출발) 뉴네퓨어 건영 이룸 대형 성인용 KF94 코로나 마스크 랜덤발송 1매 - SHALL I,SHALL I,3490,3490,36,490001,94,0.003769392
2020-05-05,search.shopping.naver.com,F012050,(대량판매)세이프크린 KF94 마스크 - 20매 화이트 대형 (1개 5매포장) - 니드마스크,니드마스크,59000,2950,4,490008,94,0.003861898
2020-04-25,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 BLUE ONLY - G마켓,G마켓,4660,4660,11,490008,94,0.003880447
2020-02-13,search.shopping.naver.com,F012091,1개/크린탑/5중황사방역용마스크/186/KF94/식약처허가/분진마스크/초미세먼지마스크/방진마스크/부직포마스크 - 공구뱅크,공구뱅크,1400,,99,490008,94,0.003968614
2020-05-17,search.shopping.naver.com,F012050,애니가드 국내생산 KF80 미세먼지마스크 대형 10매 식약처 인증 - 티몬,티몬,25000,2500,12,490013,80,0.00400013
2020-05-29,search.shopping.naver.com,F012050,소확행몰 엠플러스 국산 황사방역마스크 KF80 (10매) - 무료배송!! - 소확행 몰,소확행 몰,23000,2300,57,490013,80,0.004095443
2020-03-31,search.shopping.naver.com,F012050,휴안청 황사방역용 마스크 KF94 대형 5매 - 11번가,11번가,17630,3526,76,490015,94,0.004110938
2020-05-11,search.shopping.naver.com,F012050,[5월11일발송]웰킵스 아에르 KF94 KF80 마스크 초소형 소형 중형 대형 S M L - 윤군스토어,윤군스토어,2790,2790,20,490015,94,0.004113507
2020-02-20,search.shopping.naver.com,F012091,더나은 KF94 미세먼지 황사 마스크 성인용 - 에이치케이컴퍼니,에이치케이컴퍼니,4900,,7,490008,94,0.004137886
2020-02-19,search.shopping.naver.com,F012091,웰빙 파인더스 황사 마스크 1개 KF94 3겹 방한 일회용 미세먼지 - 보영코리아,보영코리아,5000,,60,490008,94,0.004309235
2020-02-20,search.shopping.naver.com,F012091,[아이엔샵] 국내생산 일회용 황사 KF94 대형 마스크1개 램덤 발송 - 위메프,위메프,3700,,58,490008,94,0.004324142
2020-03-13,search.shopping.naver.com,F012050,굿매너 KF94마스크 대형 10매 항공발송 화이트 - 옥션,옥션,39900,3990,60,490015,94,0.004325332
2020-02-22,search.shopping.naver.com,F012091,웰빙 먼지 마스크뉴 소형 KF80 아동 어린이 1개 - 안녕푸드마켓,안녕푸드마켓,2690,,2,490009,80,0.004476184
2020-02-20,search.shopping.naver.com,F012091,당일발송 N95 3M9010 마스크x1개 kf94황사마스크대형 - G마켓,G마켓,5500,,35,490008,94,0.004512828
2020-05-23,search.shopping.naver.com,F012050,뉴네퓨어 황사 방역용 마스크 KF94 대형 성인용5매입 - 브리에쥬르,브리에쥬르,21150,4230,10,490001,94,0.00462495
2020-05-27,search.shopping.naver.com,F012050,늘푸른 마스크 1개 KF94 국산 일회용 마스크 - G마켓,G마켓,2000,2000,32,490008,94,0.004676704
2020-04-05,search.shopping.naver.com,F012050,"KF94 방역마스크 황사마스크(대형/흰색/ 한봉지10개입 36,000원) - 11번가",11번가,36000,3600,32,490015,94,0.004839418
2020-02-25,search.shopping.naver.com,F012091,일동제약 푸른숲 미세먼지 황사 마스크 KF94 / 동아제약 더스논 KF-94 미세먼지 황사마스크 - 코어스,코어스,3000,,4,490003,94,0.004912867
2020-05-29,search.shopping.naver.com,F012050,KF80 마스크 대형 미세먼지 황사 마스크 - 참무역,참무역,1790,1790,1,490013,80,0.004936216
2020-05-05,search.shopping.naver.com,F012050,KF80마스크 대형 일회용 미세먼지 마스크 (20매) - G마켓,G마켓,48000,2400,84,490013,80,0.004999013
2020-05-04,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 황사용 마스크 플러스KF80 2입 - G마켓,G마켓,7110,3555,60,490013,80,0.004999616
2020-05-04,search.shopping.naver.com,F012050,[이노센트] 이노센트 미세먼지마스크 KF80 대형 - 위메프,위메프,3200,3200,17,490013,80,0.005031363
2020-02-11,search.shopping.naver.com,F012091,마스크 퓨라에이스 KF94 미세먼지 1개 황사 4겹 - 바라던오피스,바라던오피스,2900,,9,490008,94,0.005083011
2020-05-06,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 황사용 마스크 플러스KF80 2입 - G마켓,G마켓,7100,3550,40,490013,80,0.005137149
2020-03-01,search.shopping.naver.com,F012050,kf94하이가드방역마스크대형피치핑크1개일회용마스크 - G마켓,G마켓,5000,,33,490008,94,0.00514083
2020-04-17,search.shopping.naver.com,F012050,[유가모아] 마스크 5매 kf94 kf80 소형 중형 대형 덴탈 일회용 화이트 블랙 - madammaket,madammaket,13000,2600,44,490015,94,0.005340491
2020-05-21,search.shopping.naver.com,F012050,국내제작 안전하고 견고한 KF94 마스크 대형 5매입 - 블랙야크 스토어,블랙야크 스토어,9000,1800,50,490015,94,0.005395501
2020-05-28,search.shopping.naver.com,F012050,KF80 식약처 미세먼지 황사 마스크 대형 5매입 일회용 마스크 5매입 - 건민홈샵,건민홈샵,8900,1780,3,490013,80,0.005455561
2020-02-24,search.shopping.naver.com,F012091,kf94 소형 1개 뽀로로 어린이 유아 황사 마스크 국내제조 개별포장 - 라잇뷰티,라잇뷰티,3190,,17,490008,94,0.005713757
2020-04-22,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매/당일출고 - 인터파크,인터파크,17700,1770,33,490013,80,0.005750555
2020-04-30,search.shopping.naver.com,F012050,국산 KF80 대형 황사방역마스크 1개 - 보건몰닷컴,보건몰닷컴,2800,2800,38,490013,80,0.005883397
2020-05-23,search.shopping.naver.com,F012050,애니가드 국내산 KF80 마스크 대형 25매 - G마켓,G마켓,49000,1960,75,490013,80,0.006006777
2020-04-21,search.shopping.naver.com,F012050,써니 KF80 대형 미세먼지 마스크 독감 폐렴 10매 - 옥션,옥션,23000,2300,58,490013,80,0.006073217
2020-02-21,search.shopping.naver.com,F012091,[임시업로드상품] N95 KF94 초미세먼지 마스크 피피마스크 1개 by Pollution-Proof Solution - 페퍼클럽,페퍼클럽,5000,,43,490008,94,0.0061546
2020-05-12,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - G마켓,G마켓,4660,4660,35,490008,94,0.006425025
2020-04-18,search.shopping.naver.com,F012050,(재고보유 오늘출발) 뉴네퓨어 건영 이룸 대형 성인용 KF94 코로나 마스크 랜덤발송 10매입 - SHALL I,SHALL I,39800,3980,18,490001,94,0.00645451
2020-05-06,search.shopping.naver.com,F012050,[이노센트] 이노센트 미세먼지마스크 KF80 대형 - 위메프,위메프,3200,3200,15,490013,80,0.006461328
2020-05-12,search.shopping.naver.com,F012050,퓨어365 방역마스크 황사 방역용 마스크 (대형) KF94 / KF80 1팩(5매) - 폰케이에스,폰케이에스,13750,2750,31,490015,94,0.006492938
2020-04-13,search.shopping.naver.com,F012050,애경마스크 kf94 4중구조 대형마스크 개별포장 1개 - 쿠팡,쿠팡,4080,4080,17,490008,94,0.006622463
2020-05-27,search.shopping.naver.com,F012050,위케어 의약외품 KF94 방역 황사 마스크 대형 5매 소형 5매 - 옥션,옥션,7060,1412,55,490015,94,0.00664737
2020-05-21,search.shopping.naver.com,F012050,엠플러스 국산 미세먼지 황사마스크 KF80 화이트 1개 - 옥션,옥션,1930,1930,4,490009,80,0.006717071
2020-05-17,search.shopping.naver.com,F012050,파인텍 뉴네퓨어 황사 방역 마스크 KF94/미세먼지 마스크 5개입 - 미앤미c,미앤미c,13000,2600,2,490001,94,0.006857838
2020-05-08,search.shopping.naver.com,F012050,[1매입 개별포장] 와이엠(YM) KF94 미세먼지 마스크 대형(화이트) 10매 - 푸름웰니스,푸름웰니스,18400,1840,65,490015,94,0.006920103
2020-03-15,search.shopping.naver.com,F012050,크린조이 황사 방역마스크 KF94 대형 10개 - 옥션,옥션,38790,3879,75,490015,94,0.007007287
2020-04-24,search.shopping.naver.com,F012050,"KF94 대형 마스크 1개 (5매) x 5개 (총25매입), 바이러스, 황사, 미세먼지 - 동백꽃상회",동백꽃상회,70000,2800,1,490008,94,0.007056118
2020-04-22,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 대형 X 10매 - 옥션,옥션,30100,3010,60,490013,80,0.007167374
2020-05-21,search.shopping.naver.com,F012050,한컴라이프케어 황사 마스크 KF94 식약청 허가제품 1개 - 스마트핫라인,스마트핫라인,2000,2000,30,490008,94,0.00726319
2020-04-17,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 11번가,11번가,2590,2590,2,490008,94,0.007364353
2020-04-13,search.shopping.naver.com,F012050,휴안청 KF94 마스크 대형흰색 낱개20개 - 다 담 마 켓,다 담 마 켓,71850,3592.5,51,490015,94,0.007368625
2020-04-17,search.shopping.naver.com,F012050,KF80마스크 대형 일회용 미세먼지 마스크 (국내정품) - 11번가,11번가,2410,2410,63,490013,80,0.007375584
2020-04-13,search.shopping.naver.com,F012050,위케어 의약외품 KF94 방역 황사 마스크 대형 5매 소형 5매 - 옥션,옥션,6420,1284,54,490015,94,0.007389013
2020-03-20,search.shopping.naver.com,F012050,방역 마스크 KF94 대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,5960,5960,23,490015,94,0.007394959
2020-04-10,search.shopping.naver.com,F012050,[히트상품] 당일출고 국내생산 KF94마스크 대형10매입 오후 5시이전 주문건 당일 택배발송 - 티몬,티몬,27070,2707,70,490015,94,0.007414169
2020-02-24,search.shopping.naver.com,F012091,마운틴트리스포츠 그린데이 KF94 황사방역용마스크 대형 - G9,G9,3490,,16,490008,94,0.007431256
2020-05-10,search.shopping.naver.com,F012050,애니가드 국내생산 KF80 미세먼지마스크 대형 10매 식약처 인증 - 티몬,티몬,25000,2500,15,490013,80,0.00743256
2020-04-04,search.shopping.naver.com,F012050,뉴네퓨어 황사 방역용 마스크 KF94 대형 성인용5매입 - 브리에쥬르,브리에쥬르,21150,4230,7,490001,94,0.007443041
2020-05-05,search.shopping.naver.com,F012050,디와이생활건강 KF80 애니케어 흰색 대형마스크 5매 - 롯데홈쇼핑,롯데홈쇼핑,19440,3888,36,490013,80,0.007495105
2020-05-05,search.shopping.naver.com,F012050,크린웰 KF80 마스크 화이트 대형 황사 미세먼지 방역용 마스크 - 다온7,다온7,1870,1870,45,490013,80,0.007518279
2020-04-20,search.shopping.naver.com,F012050,웰클린 황사마스크 KF94 블랙 중형 5매입 1개 - 건강케어,건강케어,17500,3500,2,490008,94,0.007620888
2020-04-26,search.shopping.naver.com,F012050,아레카 KF94마스크 대형(그레이) 10매 - 푸름웰니스,푸름웰니스,29800,2980,71,490015,94,0.007690199
2020-05-18,search.shopping.naver.com,F012050,한미디어 방역 먼지 차단 마스크 KF80 대형 화이트 일회용 - 유닛808,유닛808,5420,5420,36,490013,80,0.007833551
2020-05-06,search.shopping.naver.com,F012050,[뉴크린웰] 마스크 KF80 대형 흰색 건강관리하는데 필수템 - 티몬,티몬,2610,2610,55,490013,80,0.007886803
2020-02-20,search.shopping.naver.com,F012091,웰빙파인더스 황사마스크 1개/황사마스크/ KF94/3겹마스크/방한마스크/일회용마스크/미세먼지마스크/KF80 소아용 황사마스크 - DaPaLa,DaPaLa,3500,,15,490009,80,0.007905018
2020-05-15,search.shopping.naver.com,F012050,인가드 KF94 대형마스크 색상/브랜드 랜덤발송 10매 - G마켓,G마켓,18000,1800,59,490015,94,0.007999803
2020-03-31,search.shopping.naver.com,F012050,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 스마트제이스토어,스마트제이스토어,3760,3760,6,490008,94,0.008015393
2020-05-08,search.shopping.naver.com,F012050,뉴크린웰 마스크 KF80 대형 흰색 - G마켓,G마켓,3000,3000,84,490013,80,0.008044259
2020-05-18,search.shopping.naver.com,F012050,(미세먼지마스크)KF80 4중필터 황사마스크 - 11번가,11번가,2230,2230,61,490013,80,0.008054972
2020-04-03,search.shopping.naver.com,F012050,(국내생산 당일배송)KF94 미세먼지 마스크대형5매 - G마켓,G마켓,16020,3204,69,490015,94,0.00805662
2020-04-25,search.shopping.naver.com,F012050,케이보건용마스크미카 KF94 10매 [당일출고] 국내생산 국대마스크 KF94 화이트 대형 10개 총 5매x2 - 티몬,티몬,27070,2707,18,490015,94,0.008066517
2020-02-17,search.shopping.naver.com,F012091,테라브레스 미세먼지 마스크 KF94 뽀로로 소형1개 - G마켓,G마켓,2400,,38,490008,94,0.008075115
2020-05-12,search.shopping.naver.com,F012050,Kf94 해피라이프 굿데이 마스크 대형 국산덴탈 수입덴탈 - 롱드드,롱드드,1950,1950,51,490015,94,0.008142818
2020-05-05,search.shopping.naver.com,F012050,KF94 미세먼지 황사 마스크 30매 [5개입X6지퍼팩] 대형 - 마스크팜,마스크팜,59800,1993.333333,3,490015,94,0.008203892
2020-03-02,search.shopping.naver.com,F012050,KF80 소형 마스크 아동 마스크 미세먼지 황사 코로나 예방 - 반디몰샵,반디몰샵,3290,,15,490013,80,0.008231506
2020-04-27,search.shopping.naver.com,F012050,D (대한도매) kf94 대형마스크 1개 개별포장 숨마스크 - 따따몰wwmall,따따몰wwmall,4700,4700,34,490008,94,0.008281298
2020-03-11,search.shopping.naver.com,F012050,인기 리빙용품 프리텍 입체형 dust마스크 F-1 KF80 블랙 1개입 - 위메프,위메프,9340,9340,23,490013,80,0.008290768
2020-05-08,search.shopping.naver.com,F012050,KF80 애니케어 대형 흰색마스크 5매 - 인터파크,인터파크,17900,3580,81,490013,80,0.008303996
2020-05-12,search.shopping.naver.com,F012050,소형마스크 일회용마스크 화이트 개별밀봉포장 1개/KF94/소형/마스크/kf80/먼지차단/일회용마스크/블랙마스크/화이트 - 위메프,위메프,1970,1970,35,490009,80,0.008329821
2020-04-24,search.shopping.naver.com,F012050,써니 KF80 대형 미세먼지 마스크 독감 폐렴 10매 - G마켓,G마켓,23000,2300,8,490013,80,0.008573528
2020-04-02,search.shopping.naver.com,F012050,3M 넥스케어 위생 마스크(5매입) /KF80/94 미세먼지 마스크(5매입) - 11번가,11번가,8900,1780,58,490013,80,0.008640946
2020-02-14,search.shopping.naver.com,F012091,런닝맨 황사 방역마스크 미요/KF94/소형 1개 - 11번가,11번가,2230,,105,490008,94,0.008664963
2020-05-13,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 스토어워치,스토어워치,3840,3840,5,490008,94,0.008718478
2020-05-29,search.shopping.naver.com,F012050,KF94 마스크 긴급공수 코로나19 프리데이 대형 10매입 - 옥션,옥션,32200,3220,8,490015,94,0.008728938
2020-02-21,search.shopping.naver.com,F012091,마운틴트리스포츠 그린데이 KF94 황사방역용마스크 대형 - G9,G9,3110,,18,490008,94,0.008876458
2020-04-23,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - 옥션,옥션,4650,4650,29,490008,94,0.008924216
