collectDatetime,jobId,nsMallName,productName,sellPrice,sequenceInPage,deliveryFee,collectUrl,품절퇴장여부,비고
2.02003E+13,490001,sellmall,뉴네퓨어 KF94 황사 방역 마스크 소형 20개 - sellmall,75000,1,3000,https://search.shopping.naver.com/search/all.nhn?query=%ED%8C%8C%EC%9D%B8%ED%85%8D%2C+%EB%84%A4%ED%93%A8%EC%96%B4+%ED%99%A9%EC%82%AC%EB%B0%A9%EC%97%AD+%EB%A7%88%EC%8A%A4%ED%81%AC+KF94+%EB%8C%80%ED%98%95+-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0&cat_id=&frm=NVSHATC,품절,
2.02003E+13,490001,11번가,화인테크 KF94 네퓨어 황사방역용 미세먼지 마스크 대형/소형 25P 1갑 (길이 끈 조절 가능) - 11번가,22000,2,2500,https://search.shopping.naver.com/search/all.nhn?query=%ED%8C%8C%EC%9D%B8%ED%85%8D%2C+%EB%84%A4%ED%93%A8%EC%96%B4+%ED%99%A9%EC%82%AC%EB%B0%A9%EC%97%AD+%EB%A7%88%EC%8A%A4%ED%81%AC+KF94+%EB%8C%80%ED%98%95+-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0&cat_id=&frm=NVSHATC,퇴장,
2.02003E+13,490001,까사앤펫,kf94 파인텍 네퓨어 대형마스크 & 휴대용 손소독제100ml 약국 코로나19 코스트코 이마트 다이소 - 까사앤펫,3980,3,3000,https://search.shopping.naver.com/search/all.nhn?query=%ED%8C%8C%EC%9D%B8%ED%85%8D%2C+%EB%84%A4%ED%93%A8%EC%96%B4+%ED%99%A9%EC%82%AC%EB%B0%A9%EC%97%AD+%EB%A7%88%EC%8A%A4%ED%81%AC+KF94+%EB%8C%80%ED%98%95+-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0&cat_id=&frm=NVSHATC,퇴장,
2.02003E+13,490001,이주이스토어,미세먼지마스크 KN95 50매 보건용 웰킵스 아에르 덴탈 크리넥스 네퓨어 애니가드 참조은 프리텍 일회용 황사마스크50매 100매 - 이주이스토어,131500,4,7500,https://search.shopping.naver.com/search/all.nhn?query=%ED%8C%8C%EC%9D%B8%ED%85%8D%2C+%EB%84%A4%ED%93%A8%EC%96%B4+%ED%99%A9%EC%82%AC%EB%B0%A9%EC%97%AD+%EB%A7%88%EC%8A%A4%ED%81%AC+KF94+%EB%8C%80%ED%98%95+-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0&cat_id=&frm=NVSHATC,,KN95
2.02003E+13,490001,우리문구,"파인텍 뉴 네퓨어 KF94 마스크(황사,미세먼지,초미세먼지 완벽차단) 대형,소형,대형 블랙 - 우리문구",1400,5,2500,https://search.shopping.naver.com/search/all.nhn?query=%ED%8C%8C%EC%9D%B8%ED%85%8D%2C+%EB%84%A4%ED%93%A8%EC%96%B4+%ED%99%A9%EC%82%AC%EB%B0%A9%EC%97%AD+%EB%A7%88%EC%8A%A4%ED%81%AC+KF94+%EB%8C%80%ED%98%95+-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0&cat_id=&frm=NVSHATC,퇴장,
2.02003E+13,490001,이주이스토어,프리미엄 마스크 KN95 KF94 KF80 마스크 50매 웰킵스 아에르 덴탈 크리넥스 네퓨어 애니가드 참조은 프리텍 일회용 황사 마스크50매 100매 - 이주이스토어,163500,6,7500,https://search.shopping.naver.com/search/all.nhn?query=%ED%8C%8C%EC%9D%B8%ED%85%8D%2C+%EB%84%A4%ED%93%A8%EC%96%B4+%ED%99%A9%EC%82%AC%EB%B0%A9%EC%97%AD+%EB%A7%88%EC%8A%A4%ED%81%AC+KF94+%EB%8C%80%ED%98%95+-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0&cat_id=&frm=NVSHATC,,KN95
2.02003E+13,490002,정품 마켓,kf94 마스크 모음 kf80 미세먼지 소형 중형 대형 [우한 코로나19 예방] - 정품 마켓,4800,1,2500,https://search.shopping.naver.com/search/all.nhn?query=%EB%8B%A5%ED%84%B0%ED%93%A8%EB%A6%AC+%ED%99%A9%EC%82%AC%EB%A7%88%EC%8A%A4%ED%81%AC+%EB%8C%80%ED%98%95+KF94&cat_id=&frm=NVSHATC,일부품절,
2.02003E+13,490003,위메프,[동아제약] 가그린 더스논 KF94 / PM2.5 - 5매 - 위메프,10000,1,2500,https://search.shopping.naver.com/search/all.nhn?query=%EB%8D%94%EC%8A%A4%EB%85%BC+KF94&cat_id=&frm=NVSHATC,퇴장,
2.02003E+13,490003,JRKR,[동아제약] 더스논 황사마스크 KF94 대형 1개입 PM2.5 + [누리케어] 손소독 물티슈 / [동남] 알콜프렙패드(알콜솜) / [아이깨끗해] 핸드워시 //살균 항균 소독 - JRKR,18450,2,3000,https://search.shopping.naver.com/search/all.nhn?query=%EB%8D%94%EC%8A%A4%EB%85%BC+KF94&cat_id=&frm=NVSHATC,,묶음
2.02003E+13,490004,해피홈유통,아이깨끗해 항균 폼 핸드 숍 상큼한 레몬향 250ml - 해피홈유통,3040,1,,https://search.shopping.naver.com/search/all.nhn?origQuery=%EC%95%84%EC%9D%B4%EA%B9%A8%EB%81%97%ED%95%B4%20250ml%20-%EB%A6%AC%ED%95%84%20-%EB%A6%AC%ED%95%84%ED%98%95%20-%EB%AC%B6%EC%9D%8C&pagingIndex=1&pagingSize=40&viewType=list&sort=rel&minPrice=0&maxPrice=6000&frm=NVSHPRC&query=%EC%95%84%EC%9D%B4%EA%B9%A8%EB%81%97%ED%95%B4%20250ml&xq=%EB%A6%AC%ED%95%84%20%EB%A6%AC%ED%95%84%ED%98%95%20%EB%AC%B6%EC%9D%8C,,
