colct_stdde,sle_site_domn,prices_prdlst_id,prices_prdlst_nm,goods_nm,anals_trget_pc,job_id
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,진양_백도_400G,1880.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_허니피치_400G,2080.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_황도슬라이스_800G,3300.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,2절복숭아통조림_410G_TESCO,2350.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,황도슬라이스_400G_홈플러스좋은상품,1400.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_깐포도_400G,3290.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,@프레스코_파인애플_410G,2230.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_파인애플_836G,3980.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_Dole파인애플_432G,2040.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,리치스_파인애플슬라이스_836G,3990.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,S&W_파인애플슬라이스_836G,3650.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_Dole파인애플_836G,3780.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,주스에담긴파인애플_432G_TESCO,2100.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,프레스코_미니파인애플_425G,2850.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,프레스코_주스에담긴파인애플_565G,3300.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,델몬트_슬라이스파인애플_836G,3980.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,오뚜기_파인애플_850G,2700.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_Dole후르츠칵테일_836G,3000.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,@프레스코_후르츠칵테일_410G,2150.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,델몬트_후르츠칵테일_3KG,12350.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동원_Dole후르츠칵테일_432G,2150.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,동서_리치스후르츠칵테일_850G,3750.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,섬머후르츠_290G_TESCO,3250.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,@프레스코_후르츠칵테일_820G,3150.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,S&W_후르츠칵테일_850G,3480.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,프레스코_주스에담긴후르츠칵테일_565G,2580.000,
2014-07-03,www.homeplus.co.kr,A016140,후르츠 칵테일,델몬트_후르츠칵테일_850G,3980.000,
