colct_stdde,sle_site_domn,prices_prdlst_id,prices_prdlst_nm,goods_nm,anals_trget_pc,job_id
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 5kg (중대/개당250g이내),20950.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 5kg (특대/개당300g이상),12950.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 3kg (특대/개당300g이상),9360.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 3kg (중대/개당250g이내),14350.000,18830
2020-07-01,www.interpark.com,A017230,마늘,(전남오픈마켓)국내산 무안 햇양파(저장용) 12kg/20kg,18900.000,18830
2020-07-01,www.interpark.com,A017230,마늘,(전남오픈마켓/108번청과)국내산 햇양파(저장용) 4kg,8900.000,18830
2020-07-01,www.interpark.com,A017230,마늘,히말라야 샹그릴라 무첨가 통흑마늘 4호 선물세트,60000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,히말라야 샹그릴라 무첨가 통흑마늘 3호 선물세트,50000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,히말라야 샹그릴라 무첨가 통흑마늘 2호 선물세트,50000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 1kg 남해산 통마늘 발효 숙성,60170.000,18830
2020-07-01,www.interpark.com,A017230,마늘,자색양파 5kg내외 햇양파 발품장터,13600.000,18830
2020-07-01,www.interpark.com,A017230,마늘,자색양파 3kg내외 햇양파 발품장터,8600.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[남도장터]한땀 무안 황토 햇 양파 3kg / 중대 혼합,11600.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[남도장터]한땀 무안 황토 햇 양파 3kg / 소,9000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[남도장터]한땀 무안 황토 햇 양파 3kg / 미니,8700.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 선물용 500g세트 남해산 통마늘,37720.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 선물용 500g세트 남해산 통마늘,37760.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 1kg 남해산 통마늘 발효 숙성,59520.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[감동] [초당농산] 한울림 양파 5kg 소/짱아지용,9360.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[감동] [초당농산] 한울림 양파 10kg 특/요리용,15350.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[감동] [초당농산] 한울림 양파 5kg 특/요리용,8420.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[영월농협] 동강마루 청결 청양 고춧가루300g,20950.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[영월농협] 동강마루 청결 고춧가루300g(매운맛),14250.000,18830
2020-07-01,www.interpark.com,A017230,마늘,다온 무농약 양파 10kg 중사이즈,37500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,다온 무농약 양파 3kg 중사이즈,13500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,다온 무농약 양파 1kg 중사이즈,7500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,다온 무농약 양파 10kg 대사이즈,33500.000,18830
